52.452505904239300,13.386259069173880
52.452497685439471,13.386181523013991
52.452481247835262,13.386073632704582
52.452470974329513,13.385948884534323
52.452460700821384,13.385807278503224
52.452440153797885,13.385658929327785
52.452401114426846,13.385537552729696
52.452329199705397,13.385497093863667
52.452236737748118,13.385493722291498
52.452152494462479,13.385510580152349
52.452080579335030,13.385628585178260
52.452099071807591,13.385824136364071
52.452105235963392,13.386056774843742
52.452131947295183,13.386275927034733
52.452255230155094,13.386370331055464
52.452368239140175,13.386360216338965
52.452460700821386,13.386336615333776
